yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavalueunit,datavaluetype,datavalue,datavaluealt,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8,geolocation.latitude,geolocation.longitude,geolocation.human_address,datavaluefootnotesymbol,datavaluefootnote
2017,2017,AR,Arkansas,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,11.7,11.7,6.6,19.9,Race/Ethnicity,"Multiracial, non-Hispanic",05,DIA,DIA2_1,AGEADJPREV,RACE,MRC,15,998,34.74865012400045,-92.27449074299966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,GU,Guam,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,61.8,61.8,52.4,70.4,Overall,Overall,66,DIA,DIA7_0,CRDPREV,OVERALL,OVR,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AZ,Arizona,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,7.4,7.4,6.8,8.0,Race/Ethnicity,"White, non-Hispanic",04,DIA,DIA2_1,AGEADJPREV,RACE,WHT,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ME,Maine,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,15.8,15.8,9.6,25.0,Race/Ethnicity,"Multiracial, non-Hispanic",23,DIA,DIA2_1,CRDPREV,RACE,MRC,49,1725,45.254228894000505,-68.98503133599962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,UT,Utah,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,54.3,54.3,46.1,62.4,Gender,Female,49,DIA,DIA12_2,CRDPREV,GENDER,GENF,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MA,Massachusetts,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Gender,Male,25,DIA,DIA7_0,AGEADJPREV,GENDER,GENM,25,1919,42.27687047000046,-72.08269067499964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Overall,Overall,78,DIA,DIA11_1,AGEADJPREV,OVERALL,OVR,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,MD,Maryland,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,10.9,10.9,9.9,12.1,Gender,Male,24,DIA,DIA2_1,CRDPREV,GENDER,GENM,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,UT,Utah,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,74.6,74.6,64.4,82.6,Race/Ethnicity,"White, non-Hispanic",49,DIA,DIA6_0,AGEADJPREV,RACE,WHT,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MD,Maryland,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,78.9,78.9,75.6,81.9,Overall,Overall,24,DIA,DIA6_0,CRDPREV,OVERALL,OVR,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DC,District of Columbia,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",11,DIA,DIA2_2,CRDPREV,RACE,OTH,44,1049,38.907192,-77.036871,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2017,2017,GA,Georgia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,63.3,63.3,52.6,72.9,Race/Ethnicity,"Black, non-Hispanic",13,DIA,DIA12_2,CRDPREV,RACE,BLK,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IN,Indiana,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,43.2,43.2,31.1,56.1,Race/Ethnicity,"Black, non-Hispanic",18,DIA,DIA12_1,CRDPREV,RACE,BLK,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WY,Wyoming,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,68.7,68.7,61.2,75.3,Gender,Female,56,DIA,DIA11_2,CRDPREV,GENDER,GENF,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WY,Wyoming,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,49.0,49.0,37.8,60.3,Gender,Male,56,DIA,DIA12_1,CRDPREV,GENDER,GENM,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Overall,Overall,78,DIA,DIA11_2,CRDPREV,OVERALL,OVR,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2015,2015,IA,Iowa,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Crude Prevalence,26.1,26.1,22.4,30.2,Gender,Male,19,ART,ART4_0,CRDPREV,GENDER,GENM,16,281,42.46940091300047,-93.81649055599968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,FL,Florida,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,59.3,59.3,50.0,67.9,Race/Ethnicity,"White, non-Hispanic",12,DIA,DIA11_2,AGEADJPREV,RACE,WHT,30,1112,28.932040377000476,-81.92896053899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ID,Idaho,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,45.0,45.0,29.7,61.3,Overall,Overall,16,DIA,DIA13_1,AGEADJPREV,OVERALL,OVR,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IN,Indiana,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,59.2,59.2,55.5,62.9,Race/Ethnicity,"White, non-Hispanic",18,DIA,DIA12_2,AGEADJPREV,RACE,WHT,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NV,Nevada,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,49.0,49.0,36.9,61.2,Gender,Female,32,DIA,DIA6_0,AGEADJPREV,GENDER,GENF,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DE,Delaware,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,78.4,78.4,71.8,83.8,Race/Ethnicity,"White, non-Hispanic",10,DIA,DIA7_0,CRDPREV,RACE,WHT,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,LA,Louisiana,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,68.1,68.1,60.8,74.6,Gender,Male,22,DIA,DIA7_0,CRDPREV,GENDER,GENM,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MO,Missouri,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,72.4,72.4,66.2,77.9,Gender,Male,29,DIA,DIA11_2,CRDPREV,GENDER,GENM,18,532,38.635790776000476,-92.56630005299968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WA,Washington,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,8.9,8.9,8.1,9.8,Gender,Female,53,DIA,DIA2_1,CRDPREV,GENDER,GENF,6,2956,47.52227862900048,-120.47001078999972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,US,United States,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.3,2.3,2,2.4,Gender,Male,59,OVC,OVC7_2,MEAN,GENDER,GENM,,,,,,*,50 States + DC: US Median
2017,2017,ME,Maine,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,10.7,10.7,9.8,11.6,Overall,Overall,23,DIA,DIA2_1,CRDPREV,OVERALL,OVR,49,1725,45.254228894000505,-68.98503133599962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OH,Ohio,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,Hispanic,39,DIA,DIA11_2,AGEADJPREV,RACE,HIS,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2017,2017,OK,Oklahoma,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,86.9,86.9,83.3,89.9,Overall,Overall,40,DIA,DIA13_2,CRDPREV,OVERALL,OVR,20,712,35.47203135600046,-97.52107021399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NH,New Hampshire,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,51.1,51.1,37.0,65.1,Race/Ethnicity,"White, non-Hispanic",33,DIA,DIA12_1,AGEADJPREV,RACE,WHT,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ID,Idaho,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,49.0,49.0,39.8,58.2,Overall,Overall,16,DIA,DIA11_1,AGEADJPREV,OVERALL,OVR,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,UT,Utah,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,68.5,68.5,57.1,78.0,Gender,Male,49,DIA,DIA10_0,AGEADJPREV,GENDER,GENM,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.9,3.7,6.1,Race/Ethnicity,"Black, non-Hispanic",40,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,20,712,35.47203135600046,-97.52107021399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NJ,New Jersey,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,84.2,84.2,75.7,90.1,Gender,Female,34,CVD,CVD10_2,CRDPREV,GENDER,GENF,46,489,40.13057004800049,-74.27369128799967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WV,West Virginia,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,41.2,41.2,38.7,43.7,Gender,Male,54,IMM,IMM1_0,CRDPREV,GENDER,GENM,42,2749,38.66551020200046,-80.71264013499967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,4.4,4.8,Overall,Overall,18,MTH,MTH1_0,MEAN,OVERALL,OVR,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,2.4,3.4,Gender,Male,32,MTH,MTH1_0,MEAN,GENDER,GENM,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IA,Iowa,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,39.4,39.4,37.5,41.4,Gender,Male,19,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,16,281,42.46940091300047,-93.81649055599968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IA,Iowa,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Age-adjusted Prevalence,2.6,2.6,2.1,3.4,Gender,Female,19,CKD,CKD3_0,AGEADJPREV,GENDER,GENF,16,281,42.46940091300047,-93.81649055599968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,LA,Louisiana,BRFSS,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,Age-adjusted Prevalence,91.6,91.6,83.2,96.0,Race/Ethnicity,Hispanic,22,CVD,CVD4_0,AGEADJPREV,RACE,HIS,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,,,Race/Ethnicity,Hispanic,78,MTH,MTH1_0,MEAN,RACE,HIS,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Age-adjusted Prevalence,15.2,15.2,12.1,19.0,Race/Ethnicity,Hispanic,13,NPAW,NPAW11_2,AGEADJPREV,RACE,HIS,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Crude Prevalence,23.7,23.7,16.0,33.6,Race/Ethnicity,"Other, non-Hispanic",02,NPAW,NPAW11_2,CRDPREV,RACE,OTH,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,3.3,3.0,3.6,Gender,Female,15,MTH,MTH1_0,MEAN,GENDER,GENF,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VT,Vermont,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Age-adjusted Prevalence,22.2,22.2,15.1,31.5,Race/Ethnicity,"Multiracial, non-Hispanic",50,CVD,CVD6_1,AGEADJPREV,RACE,MRC,28,3218,43.62538123900049,-72.51764079099962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,3.3,2.2,4.4,Race/Ethnicity,"Other, non-Hispanic",26,MTH,MTH1_0,MEAN,RACE,OTH,50,436,44.6613195430005,-84.71439026999968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,DE,Delaware,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,61.1,61.1,45.7,74.6,Race/Ethnicity,"Black, non-Hispanic",10,ART,ART1_3,AGEADJPREV,RACE,BLK,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MO,Missouri,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,48.2,48.2,46.0,50.4,Gender,Female,29,IMM,IMM1_0,CRDPREV,GENDER,GENF,18,532,38.635790776000476,-92.56630005299968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NH,New Hampshire,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Crude Prevalence,53.1,53.1,50.2,55.8,Gender,Female,33,NPAW,NPAW11_1,CRDPREV,GENDER,GENF,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.4,34.4,32.1,36.7,Gender,Female,01,NPAW,NPAW10_0,AGEADJPREV,GENDER,GENF,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,6.7,6.7,5.0,8.8,Race/Ethnicity,"Other, non-Hispanic",15,MTH,MTH2_0,CRDPREV,RACE,OTH,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,CO,Colorado,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,2.2,2.2,1.9,2.6,Overall,Overall,08,CKD,CKD3_0,CRDPREV,OVERALL,OVR,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,CO,Colorado,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,Crude Prevalence,28.1,28.1,27.1,29.2,Overall,Overall,08,CVD,CVD5_0,CRDPREV,OVERALL,OVR,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MT,Montana,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,20.4,20.4,18.6,22.4,Gender,Female,30,CVD,CVD5_0,AGEADJPREV,GENDER,GENF,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,3.2,4.3,Race/Ethnicity,"Black, non-Hispanic",51,MTH,MTH1_0,MEAN,RACE,BLK,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WI,Wisconsin,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Age-adjusted Prevalence,24.2,24.2,22.3,26.2,Gender,Female,55,CVD,CVD6_1,AGEADJPREV,GENDER,GENF,41,3078,44.39319117400049,-89.81637074199966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,2.8,4.7,Race/Ethnicity,"Black, non-Hispanic",10,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,HI,Hawaii,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Crude Prevalence,41.9,41.9,27.5,57.8,Race/Ethnicity,"Multiracial, non-Hispanic",15,CVD,CVD9_1,CRDPREV,RACE,MRC,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OH,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,5.0,4.6,5.3,Gender,Female,39,MTH,MTH1_0,MEAN,GENDER,GENF,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,3.3,6.4,Race/Ethnicity,"Other, non-Hispanic",18,MTH,MTH1_0,MEAN,RACE,OTH,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,4.1,4.6,Gender,Female,04,MTH,MTH1_0,MEAN,GENDER,GENF,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
